Latitude,Longitude,Risk_of_Flood
21.09759909922898,72.78609286540605,5
21.116603186906843,72.81122393042978,2
21.08140470953217,72.66388924845268,2
21.24862125274558,72.64091144267603,4
21.107025998008076,72.60436339970036,3
21.084280352906216,72.70517626764197,5
21.162808824947476,72.77697530605639,3
21.04227726749243,72.71767321352992,4
21.240659094226213,72.73124247660712,4
21.02236519310393,72.87124760834813,4
21.296066080980157,72.70447664010699,4
21.231673430788998,72.75419684674794,3
21.05961470446025,72.83509590382235,3
21.00165663513708,72.71896283469638,4
21.24463842853645,72.78662601006836,5
21.212057203154284,72.85870911262403,2
21.218702150412298,72.8848561870973,1
21.231381104005784,72.6441220442787,4
21.02221339552023,72.87797628754845,4
21.10753971856328,72.74763488792387,4
21.034760717857537,72.67747331648968,3
21.258931027762678,72.73774072687148,3
21.18698943804827,72.89400977258565,5
21.099269407455797,72.74778542819786,3
21.019067505085808,72.69862548308625,3
21.0932946965147,72.79002025629502,5
21.097554996608025,72.67204368563345,3
21.21888185350142,72.62275899843259,4
21.191267241406564,72.6386639165732,3
21.2661638227729,72.63841375168732,3
21.141664477548584,72.64557080805369,4
21.035878273781492,72.64164815179483,4
21.2139734361669,72.79226242344096,5
21.22823551458507,72.65456402531974,4
21.16838315927085,72.70370018499716,3
21.231290153986368,72.86903652297181,4
21.14813867890932,72.74218849207887,3
21.1568198488146,72.8002673215563,3
21.128262305507565,72.65169596136049,2
21.00762573802323,72.6576867056426,2
21.03236742809799,72.61226058487993,5
21.009428755706022,72.65068051892165,1
21.190923123379136,72.68357710170959,2
21.094306794322897,72.65310314528303,2
21.15257120734941,72.62661076012711,2
21.27226994217783,72.63619076133017,1
21.074787668744662,72.73823363040982,4
21.12311487691069,72.66190011552173,1
21.226665341562914,72.70928095831442,5
21.06863944964749,72.75102518125645,3
21.023093972948637,72.80711844858881,3
21.086925435874132,72.61179364195232,5
21.048366386176202,72.83982311967272,4
21.27890929570277,72.78837011684728,5
21.242436113869324,72.62452770958465,2
21.190021126953127,72.86207358723203,2
21.261438177056316,72.87626172015955,4
21.241101623069735,72.61832338795645,5
21.05597101766581,72.68306329444415,4
21.267767699546994,72.84186038393793,5
21.161802672574694,72.8244779071151,4
21.24223204654922,72.6553563058069,3
21.268827389977048,72.66280479700102,1
21.09540104249156,72.71114163083742,3
21.033015577358302,72.74535689555731,5
21.068380548762583,72.78547643145909,1
21.12813233658788,72.71067409187093,4
21.245404429776748,72.73876041483994,2
21.258219174976904,72.82424128144012,4
21.002085639159358,72.61100496086718,1
21.15322419077327,72.6757310833032,3
21.125223300944633,72.81400487576536,4
21.06663234314122,72.86856205130617,4
21.035959610200106,72.7535032326347,4
21.101284551421088,72.75963404557959,4
21.282872911173758,72.63215160340192,5
21.096960879606225,72.73422371004703,2
21.15563718652301,72.7597851799365,2
21.210905687668554,72.67274115109042,2
21.109088880713788,72.68077296928482,5
21.29153462481629,72.71318524893138,5
21.288734188482636,72.60602135933331,3
21.07553468874761,72.69662374967496,5
21.149174551767715,72.66343440209896,3
21.09026349294503,72.69824920565337,4
21.08545214831324,72.63592863954577,3
21.01106608420636,72.86715818422198,4
21.18286930019397,72.77807773606622,3
21.15080370696866,72.80373069574335,5
21.015443625374996,72.83675137158221,4
21.083593939270983,72.74953265967872,4
21.272479765789996,72.62607608642622,3
21.07186856720009,72.76113196254556,2
21.043468461627366,72.77605233540626,2
21.14683582808327,72.8236318422553,2
21.29569513623318,72.7294978638689,4
21.07261658145345,72.63827409083866,5
21.201640664221763,72.68513277173962,5
21.228485884598616,72.7089246889196,2
21.071291263197722,72.79377517239948,2
21.21846490458356,72.77123349140068,3
21.110334939815775,72.70682901776935,4
21.189691749178074,72.8959545746379,3
21.19005891322827,72.78173244580707,5
21.16073240522243,72.6711680375208,3
21.027086931016324,72.63053474178612,5
21.25059074867677,72.6458577417553,5
21.096234019491522,72.67378731851535,2
21.055955553119958,72.64820441197786,5
21.01223254246643,72.65597010721538,2
21.177267882956475,72.68552855060815,5
21.203269308552684,72.65201207858843,2
21.00497634867836,72.86902962738793,5
21.153627917489786,72.62407012369849,5
21.067948732559383,72.75735341687108,5
21.193551837122836,72.72311904809689,4
21.052309928701497,72.8947135850726,2
21.20728132143074,72.63361167065041,3
21.11602060389016,72.71935667971373,3
21.28101899662102,72.89084112998262,2
21.041256283243797,72.8596521377682,4
21.102319905315078,72.84512162128479,2
21.034042056372176,72.67737084811348,5
21.277408085483568,72.65126627621702,4
21.263201806014294,72.80059296597733,5
21.077382488314548,72.87881279673829,2
21.197995213810255,72.76702886790417,5
21.245166660060367,72.77148380684098,5
21.16656024347984,72.68399372809809,3
21.158895173506803,72.83084787995759,4
21.072555687270135,72.65611312456726,4
21.02793083034177,72.69710377092127,4
21.269164727386,72.72763093158493,3
21.270125417149,72.75228311360533,2
21.18993043718198,72.67272291972452,3
21.101708937314612,72.63445104742176,5
21.104762872383798,72.78318601273249,1
21.217786703661073,72.68658916597208,1
21.269133077985774,72.77437146642679,1
21.266125927279536,72.64630881458226,5
21.23396266375729,72.74434203055644,4
21.192609493846287,72.75977682976547,5
21.025241989498515,72.61554706104673,5
21.048488614228383,72.70098128345818,3
21.269566256558125,72.64032440308169,5
21.18192871789788,72.61901249114183,3
21.002759115484988,72.89698806971698,1
21.03044146285981,72.69670615349241,4
21.199050530732418,72.84296233375639,2
21.001518475153865,72.67639219642912,4
21.04824241542525,72.80445081666718,4
21.164620136809976,72.82806835796691,2
21.20756855930781,72.77869162218235,1
21.19558837785078,72.74147285656505,5
21.06728079283817,72.72355227424418,3
21.21365376640426,72.7046604799629,2
21.07117472624904,72.87885874327435,5
21.09761990944778,72.84918582233632,1
21.223947421535406,72.88950807319996,4
21.194889869714164,72.63728916704567,5
21.254767023148254,72.8192602425611,5
21.197283867690103,72.88150213704631,1
21.17049258100064,72.6543699198497,3
21.02810243034843,72.61994888021003,4
21.11031474091783,72.82233619478703,1
21.079560710304516,72.77234193395397,4
21.073196893013726,72.85254863302748,3
21.291903166425733,72.64193171298788,4
21.11792931740003,72.83858019355797,5
21.267613966553135,72.66048819601431,5
21.18934158779918,72.6490967828597,4
21.238443391062496,72.6492797393793,2
21.15079112793156,72.84437241606942,5
21.17307116538791,72.79955916620887,3
21.14775530814566,72.75691962743073,3
21.058572896339413,72.70764914523706,2
21.216735634578452,72.86316016224394,5
21.084231708732258,72.71773353222679,3
21.007294789929436,72.84497983184147,4
21.19364168877215,72.73174047257106,2
21.053133203822114,72.71308332882747,4
21.282137575305875,72.73880393570089,5
21.286178573100777,72.69041336224925,4
21.274459317066135,72.82428281405288,4
21.111047610076632,72.75081611702774,1
21.004636984958662,72.66966380854404,3
21.278495568776318,72.86987237198238,3
21.128455244495196,72.71516736641196,5
21.2899964457131,72.7630658583342,2
21.289085993126776,72.87194163328937,4
21.25590283664021,72.7872713987742,4
21.088334667620877,72.6350694122125,3
21.115529318580577,72.88194963708405,2
21.255341001455058,72.78831241592142,2
21.095076601546882,72.70047168439713,2
21.050847824005828,72.64178162179901,5
21.167040378737504,72.83820755678109,5
21.280846432248236,72.78602182677855,5
21.20880893900249,72.7600383275929,3
21.17101835102681,72.86816777491529,4
21.02915294813123,72.83657916336736,3
21.18450216800975,72.64550246391983,3
21.29701615503128,72.69351662033866,5
21.042025204570958,72.67454674194434,1
21.155498895709123,72.8231838877718,3
21.26321192157839,72.61005973042073,2
21.222230585326262,72.77096690546139,2
21.20910472229858,72.82873760572221,4
21.210745225196135,72.86302969102853,3
21.107847345365926,72.70262452461478,4
21.088077553279348,72.8463771914016,3
21.242808346643553,72.63318952108656,3
21.243034018403755,72.85393568752036,4
21.260121695574032,72.6382465986996,5
21.273972165766942,72.7191861871681,5
21.15340271965828,72.83918860973387,4
21.15045488840616,72.64497522820463,2
21.239488553690034,72.6687754185698,4
21.19498917923333,72.81667577051792,3
21.21059006317731,72.81601096096382,2
21.23873780083083,72.7923442898656,5
21.26700160254527,72.80818453334014,4
21.10139854705546,72.76281733300428,5
21.112674885791982,72.67553971767208,3
21.02819458195226,72.70370879805117,5
21.173484042298853,72.65447931504042,5
21.010782682139023,72.87253516840009,5
21.13967940543974,72.77501753842984,4
21.162793390412272,72.7202554250291,4
21.085962375638484,72.73860174109323,3
21.177249978170703,72.88418500188355,4
21.009150074981715,72.64600542093483,2
21.011204456624764,72.77586894960504,4
21.246780168197898,72.75176660366535,4
21.10805719242338,72.78343627063039,4
21.038118153795565,72.60543305514625,2
21.15667297801644,72.86163717268325,5
21.230998065929583,72.8796354847451,4
21.064746308249052,72.76953995507677,5
21.1868671427457,72.80899524716307,4
21.02560423949813,72.87674981435319,3
21.015504516350582,72.81217159029403,5
21.159406389470444,72.64576171287428,4
21.16219053648303,72.77288650805005,3
21.191228970449462,72.78201451391486,4
21.2178274001168,72.72723920139072,2
21.29275562383876,72.82093327068742,4
21.15489010449036,72.8803101044307,4
21.096886941882374,72.87767055387204,2
21.238555858430612,72.73525181142124,4
21.081249675378622,72.63397141375222,2
21.13169142621169,72.8954523596887,4
21.02353691440268,72.85166942593378,4
21.007605223024637,72.63739880436097,3
21.28879452440338,72.87625256478522,2
21.250794036153664,72.86096890861864,1
21.20879226182811,72.75565141713783,5
21.12268588332428,72.77738263072348,4
21.051988296021253,72.71970081116103,4
21.046931112801325,72.6164284916466,4
21.07507286944938,72.70055917249377,3
21.164767999411836,72.8408560345794,2
21.21437877681002,72.60138960690138,2
21.19805921301532,72.70004975150734,4
21.083980169083784,72.71945060807728,4
21.28645958419896,72.76121868088137,4
21.22136907500873,72.87595668492384,3
21.16630621575342,72.70390379830978,1
21.183516223870306,72.70408596056886,5
21.12588001872834,72.82125037443292,4
21.074319296850348,72.73566538226694,4
21.106791803595378,72.66738144688199,5
21.22735383313931,72.73573185483981,4
21.004318046588928,72.64225710611393,3
21.034821792152076,72.65291609595187,4
21.013800792606524,72.74951033182184,5
21.012218640695693,72.72567763485137,4
21.256638175203303,72.87445377032043,3
21.21109735781401,72.708718169735,3
21.142252148726197,72.77417650508342,5
21.0293502481953,72.78967928637586,3
21.14748476253505,72.6039283369765,2
21.14204153123417,72.79906121160502,4
21.051960560973004,72.65341079006092,3
21.130155494771394,72.88832109524084,4
21.119551420319212,72.64459881832593,5
21.184755029415665,72.72438723711811,2
21.190528095260294,72.62560490042358,2
21.013591202931615,72.89906227555379,4
21.11238378438794,72.75065850309937,5
21.18775797471427,72.77861550519602,5
21.150940877574026,72.62012294321653,2
21.256946952356497,72.82498814111976,5
21.197608089485684,72.66297167792867,5
21.04888032812443,72.86941628683222,5
21.02117062422013,72.6615418921446,5
21.192725783461896,72.6572063161991,2
21.007953393162488,72.61096490035442,4
21.17573267438204,72.741620083533,4
21.28206907242749,72.76945233997878,5
21.172642253362763,72.6197125918285,4
21.116450977861955,72.8326582850085,4
21.192986465532705,72.73598665042441,4
21.137475867147455,72.75731708079827,4
21.16368503679478,72.73222882408147,3
21.28243944263296,72.72022891826259,5
21.115830791340233,72.76789209939247,5
21.288357169147176,72.64657207377921,3
21.27160519258682,72.65457843914858,1
21.05873734043679,72.85853568630407,4
21.020808390262548,72.8838346386401,4
21.030233400413227,72.71199279488393,5
21.005466547695466,72.68122340194306,2
21.028332888226778,72.7931998629717,3
21.204902032024908,72.72262025132943,5
21.02135659453807,72.6076159066981,4
21.09569268908813,72.64684577920985,3
21.253462593290838,72.81479166865422,4
21.006981580720748,72.79767718257305,3
21.24434054477668,72.60812879775104,3
21.08455643243202,72.66659164857988,3
21.035449448286496,72.66932243897642,4
21.209021149609246,72.80156782307962,5
21.188682854033967,72.6059131613263,4
21.263241604058116,72.63123257459537,4
21.220521313141166,72.83997482561196,4
21.241044279115457,72.6535633986163,3
21.084610371771394,72.79582383235557,3
21.053231863133917,72.67145483431402,2
21.22518442549226,72.6298324178278,4
21.24205042178018,72.67295165729983,5
21.297151542600204,72.8166800795567,4
21.12378530307343,72.85670894043189,5
21.111605425737835,72.84906595937011,5
21.2329238882226,72.71915505888553,4
21.102241062075905,72.80042554097119,3
21.27922719768107,72.66149528862475,4
21.257523825552905,72.6879443190783,4
21.128698208212505,72.86890074555635,5
21.22526132033745,72.60390057705321,2
21.226362862225404,72.62565255925634,4
21.03093716065078,72.6623658765438,4
21.27076587200387,72.60795966116214,5
21.151575711734356,72.65443063052693,4
21.24793723983232,72.7749124682909,3
21.096014880309184,72.72642736517774,4
21.26865696854886,72.8678015133231,2
21.11676050362025,72.84523306852154,5
21.00325129544409,72.70254520550937,2
21.27161459292578,72.67782703002939,2
21.02738600303584,72.71390772245017,1
21.095794091277124,72.77708848275444,2
21.285018590115243,72.68041909224686,5
21.28518214408127,72.78724467235475,5
21.172031366436986,72.72282349565737,5
21.18955116365094,72.7656141542556,3
21.134533656593497,72.7308379587406,4
21.08796323150942,72.68833972786257,5
21.098599363610976,72.88453599208866,5
21.20175553682311,72.82908173824794,4
21.225712358831306,72.64203395272993,3
21.237473713117755,72.86054039276938,5
21.236885442838368,72.74622935947485,4
21.027361830914607,72.86836566806824,4
21.148326091410773,72.8399565767842,3
21.017267628004994,72.72756405134076,4
21.16485866469712,72.60674079249603,1
21.132459150412014,72.68060320781548,5
21.26631125482749,72.76249026439827,3
21.105274503765624,72.79004346594785,4
21.035120104928282,72.67736630562996,1
21.04289750461585,72.64180682222184,3
21.228453189515243,72.8504790710398,3
21.18546541899488,72.89532065421108,3
21.030336802836835,72.75770705469081,4
21.0252320418345,72.65150378575449,4
21.21029073943774,72.68169219795581,5
21.02182890190926,72.60551720296424,4
21.24655801778711,72.87428964196816,5
21.21187266814695,72.63532532486704,3
21.02440463419257,72.77295494265428,3
21.025451314225556,72.68221656620616,1
21.295991873550353,72.76625340075474,3
21.112281238726837,72.79542611650557,4
21.111192644120067,72.84892254111216,4
21.24383987017725,72.66192638152818,4
21.284174573215157,72.60329874859754,4
21.295800319146863,72.64106568902064,3
21.226013455577682,72.87000559255443,2
21.112877875659276,72.86216702326875,2
21.0250502150096,72.7792239306511,3
21.23314407477823,72.78015505813009,4
21.16752127492074,72.79951100236387,2
21.127266602774093,72.65261138358703,3
21.271906315528422,72.8743235837775,4
21.033359244691844,72.72563115746762,5
21.147787531287257,72.71494155847485,5
21.003406093430225,72.75567531158485,4
21.140598192598237,72.61408979003251,3
21.016890982704552,72.64988501062682,4
21.03564537488042,72.82141008492792,4
21.03525787403313,72.62483960037753,1
21.19476309063482,72.78094563283992,3
21.223813463779628,72.6736047329044,5
21.175010629529147,72.71678868421259,3
21.28865176454236,72.68660812103121,3
21.11246117385711,72.70670181493948,4
21.08571362588456,72.81571377155528,1
21.26057973845684,72.68913651468695,4
21.067078751555837,72.76992139208907,2
21.288966761832185,72.74281512065973,3
21.003646342406945,72.79910134960879,4
21.290963648012294,72.88104892179743,5
21.012947973585174,72.81977162916307,2
21.267342934109422,72.66448211357722,3
21.15831033272589,72.60935494051839,3
21.297889438835792,72.67867921328994,5
21.02213896942062,72.77852337921007,2
21.166156285320398,72.61542774404526,3
21.29079076068573,72.74890987416038,5
21.156929353251044,72.77905285467507,5
21.18881959144058,72.70027316724509,2
21.208724606695387,72.83127366112375,5
21.136362319430333,72.63197947594013,3
21.18826742402522,72.62254133452073,5
21.17529429357693,72.81845662686108,3
21.270347403147298,72.74864739486186,1
21.01363391410244,72.80652071892833,4
21.084288956877668,72.73044820158113,3
21.28512344522297,72.67392060997173,3
21.267079135167275,72.84573069530227,4
21.136697025835716,72.8398247636907,4
21.18603977934046,72.80840894125633,4
21.08321435489434,72.68164354116898,4
21.056436347917128,72.77706920006072,4
21.139109521481995,72.708292169082,4
21.106005668407818,72.62747462199799,4
21.175096833555262,72.87519407263868,5
21.023320391089495,72.64104558927568,1
21.29231844229985,72.88507120614625,1
21.295863223343883,72.73380173188738,2
